,PCU325325
1984-12-01,100.0
1985-01-01,100.2
1985-02-01,100.0
1985-03-01,100.3
1985-04-01,100.6
1985-05-01,100.8
1985-06-01,100.8
1985-07-01,101.1
1985-08-01,101.0
1985-09-01,101.5
1985-10-01,101.1
1985-11-01,101.0
1985-12-01,100.6
1986-01-01,101.2
1986-02-01,101.6
1986-03-01,101.3
1986-04-01,101.2
1986-05-01,100.7
1986-06-01,100.5
1986-07-01,100.5
1986-08-01,100.2
1986-09-01,99.7
1986-10-01,99.8
1986-11-01,100.1
1986-12-01,99.8
1987-01-01,100.4
1987-02-01,100.8
1987-03-01,101.5
1987-04-01,102.2
1987-05-01,103.0
1987-06-01,103.4
1987-07-01,104.2
1987-08-01,104.5
1987-09-01,105.1
1987-10-01,105.6
1987-11-01,106.3
1987-12-01,106.6
1988-01-01,108.1
1988-02-01,109.3
1988-03-01,109.5
1988-04-01,110.4
1988-05-01,111.6
1988-06-01,112.4
1988-07-01,114.0
1988-08-01,114.8
1988-09-01,115.4
1988-10-01,116.0
1988-11-01,117.2
1988-12-01,117.8
1989-01-01,119.6
1989-02-01,119.9
1989-03-01,120.6
1989-04-01,121.0
1989-05-01,120.9
1989-06-01,120.6
1989-07-01,119.4
1989-08-01,119.0
1989-09-01,118.7
1989-10-01,118.7
1989-11-01,118.7
1989-12-01,118.6
1990-01-01,119.0
1990-02-01,119.5
1990-03-01,119.8
1990-04-01,120.0
1990-05-01,120.1
1990-06-01,120.1
1990-07-01,120.3
1990-08-01,120.6
1990-09-01,121.5
1990-10-01,122.6
1990-11-01,124.1
1990-12-01,124.6
1991-01-01,125.3
1991-02-01,125.7
1991-03-01,124.8
1991-04-01,124.8
1991-05-01,124.2
1991-06-01,124.0
1991-07-01,123.6
1991-08-01,123.8
1991-09-01,123.9
1991-10-01,124.2
1991-11-01,124.2
1991-12-01,124.3
1992-01-01,124.2
1992-02-01,124.5
1992-03-01,124.6
1992-04-01,125.1
1992-05-01,125.5
1992-06-01,126.0
1992-07-01,126.5
1992-08-01,126.5
1992-09-01,126.6
1992-10-01,126.8
1992-11-01,126.9
1992-12-01,126.6
1993-01-01,127.3
1993-02-01,127.5
1993-03-01,127.2
1993-04-01,127.7
1993-05-01,127.2
1993-06-01,127.2
1993-07-01,127.2
1993-08-01,126.9
1993-09-01,127.1
1993-10-01,127.1
1993-11-01,127.3
1993-12-01,126.7
1994-01-01,126.9
1994-02-01,126.8
1994-03-01,126.7
1994-04-01,127.5
1994-05-01,128.0
1994-06-01,128.4
1994-07-01,129.2
1994-08-01,130.3
1994-09-01,132.0
1994-10-01,133.6
1994-11-01,134.4
1994-12-01,136.1
1995-01-01,138.4
1995-02-01,140.6
1995-03-01,141.4
1995-04-01,144.8
1995-05-01,145.0
1995-06-01,143.9
1995-07-01,144.5
1995-08-01,144.3
1995-09-01,144.7
1995-10-01,144.7
1995-11-01,144.6
1995-12-01,144.3
1996-01-01,144.6
1996-02-01,144.5
1996-03-01,145.0
1996-04-01,145.3
1996-05-01,146.0
1996-06-01,146.0
1996-07-01,145.9
1996-08-01,146.1
1996-09-01,146.8
1996-10-01,146.8
1996-11-01,146.3
1996-12-01,146.4
1997-01-01,146.8
1997-02-01,146.8
1997-03-01,146.9
1997-04-01,147.0
1997-05-01,147.0
1997-06-01,147.0
1997-07-01,147.1
1997-08-01,147.2
1997-09-01,147.1
1997-10-01,147.3
1997-11-01,147.3
1997-12-01,147.3
1998-01-01,147.3
1998-02-01,147.1
1998-03-01,149.2
1998-04-01,149.8
1998-05-01,149.7
1998-06-01,149.5
1998-07-01,149.5
1998-08-01,149.1
1998-09-01,148.5
1998-10-01,148.3
1998-11-01,148.1
1998-12-01,147.9
1999-01-01,147.5
1999-02-01,147.3
1999-03-01,147.5
1999-04-01,147.7
1999-05-01,148.2
1999-06-01,149.0
1999-07-01,149.9
1999-08-01,150.0
1999-09-01,151.0
1999-10-01,152.8
1999-11-01,153.0
1999-12-01,152.9
2000-01-01,153.6
2000-02-01,154.5
2000-03-01,155.2
2000-04-01,155.5
2000-05-01,156.4
2000-06-01,156.5
2000-07-01,157.4
2000-08-01,157.5
2000-09-01,158.3
2000-10-01,158.6
2000-11-01,158.3
2000-12-01,158.7
2001-01-01,160.3
2001-02-01,161.5
2001-03-01,161.6
2001-04-01,161.4
2001-05-01,160.1
2001-06-01,159.7
2001-07-01,157.8
2001-08-01,156.3
2001-09-01,156.6
2001-10-01,155.7
2001-11-01,155.4
2001-12-01,154.3
2002-01-01,154.0
2002-02-01,154.3
2002-03-01,155.1
2002-04-01,155.9
2002-05-01,156.3
2002-06-01,157.0
2002-07-01,158.5
2002-08-01,158.6
2002-09-01,158.7
2002-10-01,159.6
2002-11-01,159.7
2002-12-01,159.3
2003-01-01,160.9
2003-02-01,162.3
2003-03-01,165.2
2003-04-01,166.7
2003-05-01,165.8
2003-06-01,165.0
2003-07-01,164.5
2003-08-01,164.2
2003-09-01,164.8
2003-10-01,165.2
2003-11-01,165.0
2003-12-01,165.3
2004-01-01,167.0
2004-02-01,167.9
2004-03-01,168.8
2004-04-01,169.7
2004-05-01,170.3
2004-06-01,171.6
2004-07-01,172.2
2004-08-01,173.8
2004-09-01,175.5
2004-10-01,177.2
2004-11-01,179.3
2004-12-01,180.5
2005-01-01,182.7
2005-02-01,183.4
2005-03-01,184.7
2005-04-01,185.9
2005-05-01,185.8
2005-06-01,185.3
2005-07-01,186.3
2005-08-01,186.4
2005-09-01,187.7
2005-10-01,191.2
2005-11-01,193.6
2005-12-01,193.9
2006-01-01,195.7
2006-02-01,196.2
2006-03-01,196.2
2006-04-01,195.7
2006-05-01,196.6
2006-06-01,197.2
2006-07-01,197.6
2006-08-01,197.8
2006-09-01,197.9
2006-10-01,197.2
2006-11-01,196.5
2006-12-01,197.0
2007-01-01,197.3
2007-02-01,198.1
2007-03-01,199.4
2007-04-01,201.1
2007-05-01,201.9
2007-06-01,202.8
2007-07-01,203.6
2007-08-01,204.9
2007-09-01,205.0
2007-10-01,206.4
2007-11-01,209.2
2007-12-01,210.4
2008-01-01,213.6
2008-02-01,215.8
2008-03-01,218.4
2008-04-01,221.1
2008-05-01,224.5
2008-06-01,228.5
2008-07-01,234.5
2008-08-01,238.2
2008-09-01,240.4
2008-10-01,239.3
2008-11-01,234.5
2008-12-01,229.7
2009-01-01,226.7
2009-02-01,225.1
2009-03-01,224.6
2009-04-01,223.6
2009-05-01,222.8
2009-06-01,222.4
2009-07-01,224.1
2009-08-01,224.0
2009-09-01,225.1
2009-10-01,225.0
2009-11-01,225.4
2009-12-01,227.3
2010-01-01,228.7
2010-02-01,231.3
2010-03-01,232.0
2010-04-01,234.1
2010-05-01,233.4
2010-06-01,232.6
2010-07-01,233.5
2010-08-01,233.7
2010-09-01,234.6
2010-10-01,236.3
2010-11-01,236.8
2010-12-01,237.6
2011-01-01,242.6
2011-02-01,245.0
2011-03-01,247.6
2011-04-01,250.2
2011-05-01,252.8
2011-06-01,253.4
2011-07-01,255.1
2011-08-01,255.2
2011-09-01,256.7
2011-10-01,255.9
2011-11-01,255.6
2011-12-01,254.7
2012-01-01,258.4
2012-02-01,259.7
2012-03-01,261.7
2012-04-01,262.0
2012-05-01,262.0
2012-06-01,259.6
2012-07-01,259.6
2012-08-01,260.2
2012-09-01,259.9
2012-10-01,260.8
2012-11-01,259.9
2012-12-01,259.3
2013-01-01,262.8
2013-02-01,264.7
2013-03-01,265.0
2013-04-01,265.3
2013-05-01,265.1
2013-06-01,265.5
2013-07-01,265.2
2013-08-01,263.9
2013-09-01,262.8
2013-10-01,262.3
2013-11-01,261.7
2013-12-01,262.6
2014-01-01,266.5
2014-02-01,267.9
2014-03-01,268.1
2014-04-01,269.9
2014-05-01,269.5
2014-06-01,270.0
2014-07-01,271.1
2014-08-01,271.0
2014-09-01,271.4
2014-10-01,270.4
2014-11-01,267.7
2014-12-01,266.5
2015-01-01,265.1
2015-02-01,264.8
2015-03-01,263.5
2015-04-01,264.4
2015-05-01,265.3
2015-06-01,268.2
2015-07-01,267.3
2015-08-01,266.5
2015-09-01,264.5
2015-10-01,263.2
2015-11-01,262.6
2015-12-01,262.6
2016-01-01,264.9
2016-02-01,264.4
2016-03-01,264.8
2016-04-01,266.0
2016-05-01,266.3
2016-06-01,268.1
2016-07-01,267.7
2016-08-01,267.7
2016-09-01,268.2
2016-10-01,269.0
2016-11-01,269.3
2016-12-01,268.8
2017-01-01,272.8
2017-02-01,274.9
2017-03-01,276.1
2017-04-01,277.2
2017-05-01,276.7
2017-06-01,277.5
2017-07-01,276.9
2017-08-01,277.5
2017-09-01,277.6
2017-10-01,280.2
2017-11-01,281.2
2017-12-01,282.5
2018-01-01,284.7
2018-02-01,286.4
2018-03-01,288.6
2018-04-01,288.4
2018-05-01,289.9
2018-06-01,290.8
2018-07-01,291.2
2018-08-01,292.2
2018-09-01,291.6
2018-10-01,292.5
2018-11-01,293.1
2018-12-01,292.5
2019-01-01,293.7
2019-02-01,293.4
2019-03-01,293.3
2019-04-01,293.3
2019-05-01,292.1
2019-06-01,292.4
2019-07-01,292.8
2019-08-01,291.3
2019-09-01,290.6
2019-10-01,291.7
2019-11-01,290.8
2019-12-01,289.4
2020-01-01,291.0
2020-02-01,291.5
2020-03-01,290.4
2020-04-01,286.8
2020-05-01,284.3
2020-06-01,285.1
2020-07-01,286.4
2020-08-01,287.7
2020-09-01,288.2
2020-10-01,290.7
2020-11-01,292.0
2020-12-01,293.8
2021-01-01,298.7
2021-02-01,303.2
2021-03-01,309.5
2021-04-01,314.5
2021-05-01,320.6
2021-06-01,324.7
2021-07-01,327.081
2021-08-01,330.525
2021-09-01,331.361
2021-10-01,335.524
2021-11-01,338.271
2021-12-01,339.02
2022-01-01,341.911
